port,country,phone,email,website
"Tumbledown Dick Bay, Netherlands Antilles",Netherlands Antilles,n/a,n/a,n/a
"Salina Harbour, Netherlands Antilles",Netherlands Antilles,n/a,n/a,n/a
"Barcadera Harbour, Netherlands Antilles",Netherlands Antilles,+297 582 6633 ,n/a,http://www.arubaports.com/
"BOPEC Oil Terminal (Goto / Brasil / Bonaire), Netherlands Antilles",Netherlands Antilles,+559 7 178151 ,n/a,n/a
"Fuik Bay, Netherlands Antilles",Netherlands Antilles,+599 9 7673400  ,p.vanheyningen@mmc.jajo.com,http://www.janssendejong.com/
"Coles Bay Oil Terminal, Netherlands Antilles",Netherlands Antilles,+559 5 428504 ,n/a,http://www.portofstmaarten.com/
"Bullen Bay (Curacao Terminal), Netherlands Antilles",Netherlands Antilles,+599 9 4345999 ,info@curports.com,http://www.curports.com/
"Port of Phillipsburg, Netherlands Antilles",Netherlands Antilles,+599 5 428504 ,comments@portofstmaarten.com,http://www.portofstmaarten.com/home.htm
"Caracas Bay, Netherlands Antilles",Netherlands Antilles,+599 9 4345999 ,info@curports.com,http://www.curports.com/
"Port of Oranjestad, Netherlands Antilles",Netherlands Antilles,+297 582 6633 ,n/a,http://www.arubaports.com/
"Port of Kralendijk, Netherlands Antilles",Netherlands Antilles,+559 7 178151 ,n/a,n/a
"Port of  Bonoil (Curoil Mooring), Netherlands Antilles",Netherlands Antilles,+599 7 178151  ,bonairepilots@bonairelive.com,n/a
"St. Michiel’s Bay, Netherlands Antilles",Netherlands Antilles,+599 9 4345999 ,info@curports.com,http://www.curports.com/
"Port of Plymouth, Montserrat",Montserrat,+1 664 491 2791 ,monpa@candw.ag,http://www.giu.gov.ms/
"Port of Little Bay, Montserrat",Montserrat,+1 664 491 2791 ,monpa@candw.ag,http://www.giu.gov.ms/
"Inner Harbor, United States",United States,n/a,n/a,n/a
"Port of Lorain, United States",United States,+1 44 02042265 ,rnovak@LorainPortAuthority.com,http://www.lorainportauthority.com/index2.shtml
"Isthmus Cove Harbor, United States",United States,n/a,n/a,n/a
"Port of Metlakatla, United States",United States,+1 90 78864646 ,n/a,n/a
"Port of Raymond, United States",United States,n/a,n/a,n/a
"Port of Victoria, United States",United States,+1 36 15708855 ,n/a,http://www.portofvictoria.com/
"Newport Beach Harbor & Marina, United States",United States,+1 949 6424644 ,harbor@harbormarinainfo.com,http://www.harbormarinainfo.com/
"Three Saints Bay, United States",United States,n/a,n/a,n/a
"Port of Gramercy, United States",United States,n/a,n/a,n/a
"Trap Point, United States",United States,n/a,n/a,n/a
"Crandon Marina, United States",United States,n/a,n/a,n/a
"St Joseph Harbor, United States",United States,n/a,n/a,http://www.sjcity.com/
"Port of Boca Grande, United States",United States,+1 94 19640154  ,n/a,n/a
"Port of Catskill, United States",United States,+1 51 89435088 ,info@portofcallcatskill.com,http://www.portofcallcatskill.com/
"Creosote Harbor, United States",United States,n/a,n/a,n/a
"Port of Nahma, United States",United States,n/a,n/a,n/a
"Elliott Key Harbor, United States",United States,n/a,n/a,n/a
"Winslow, United States",United States,n/a,n/a,n/a
"Seward Harbor, United States",United States,+1 90 72243138 ,harbormaster@cityofseward.net,http://www.cityofseward.net/harbor/
"Port of Grays Harbor, United States",United States,+1 36 05339528 ,n/a,http://www.portofgraysharbor.com/
"Barbours Cut Container Terminal, United States",United States,+1 71 36702400 ,n/a,n/a
"Port of Destrehan, United States",United States,+1 98 56529278 ,n/a,n/a
"Port of Port Armstrong, United States",United States,n/a,n/a,n/a
"Channel Three, United States",United States,n/a,n/a,n/a
"Lahaina Harbor, United States",United States,n/a,n/a,n/a
"Charlevoix Harbor, United States",United States,+1 23 15473272  ,chxmarina@gmail.com,http://www.cityofcharlevoix.org/
"Marcus Hook Harbor, United States",United States,+1 856 9682253 ,info@lists.drpa.org,http://www.drpa.org/
"Port of Stockton, United States",United States,+1 20 99460246  ,portmail@stocktonport.com,http://www.portofstockton.com/
"Port of Gamble, United States",United States,+1 36 02978074 ,portgamble@orminc.com,http://www.portgamble.com/
"Port of Great Lakes, United States",United States,+1 20 26252102 ,fisher@greatlakesports.org,http://www.greatlakesports.org/
"Warrenton, United States",United States,n/a,n/a,n/a
"Tawas City, United States",United States,n/a,n/a,n/a
"Port of Orcas, United States",United States,+1 36 03765285 ,orcasairport@rockisland.com,http://www.portoforcas.com/
"Port of Buffalo, United States",United States,+1 71 68267310 ,info@portofbuffalo.com,http://www.portofbuffalo.com/
"Monhegan Harbor, United States",United States,n/a,n/a,n/a
"Port of Biloxi, United States",United States,+1 22 83746600 ,fduggan@biloxi.ms.us,http://www.biloxi.ms.us/
"Caton Harbor, United States",United States,n/a,n/a,n/a
"Port of Gustavia, Guadeloupe",Guadeloupe,+590 590 276697 ,port.de.gustavia@wanadoo.fr,n/a
"Port of Grand Bourg, Guadeloupe",Guadeloupe,+590 590 979824  ,n/a,n/a
"Port of Basse-Terre, Guadeloupe",Guadeloupe,+590 590 686170 ,presidentpag@wanadoo.fr,http://www.port-guadeloupe.com/
"Folle Anse Port , Guadeloupe",Guadeloupe,+590 590 213900 ,n/a,n/a
"Bourg Des Saintes, Guadeloupe",Guadeloupe,n/a,n/a,n/a
"Port of  Pointe A Pitre , Guadeloupe",Guadeloupe,+590 590 213900 ,presidentpag@wanadoo.fr,http://www.port-guadeloupe.com/
"Port of Baie Du Marigot, Guadeloupe",Guadeloupe,n/a,n/a,n/a
"Port of Scarborough, Trinidad and Tobago",Trinidad and Tobago,+868 623 2901 ,vilmal@patnt.com,http://www.patnt.com/
"Crown Point Habor, Trinidad and Tobago",Trinidad and Tobago,+868 623 2901 ,vilmal@patnt.com,http://www.patnt.com/
"Port of Point Fortin, Trinidad and Tobago",Trinidad and Tobago,+868 623 2901 ,vilmal@patnt.com,http://www.patnt.com/
"Port of Cronstadt Island, Trinidad and Tobago",Trinidad and Tobago,+868 623 2901 ,vilmal@patnt.com,http://www.patnt.com/
"Port of Point Lisas, Trinidad and Tobago",Trinidad and Tobago,+868 636 2201 ,plipdeco@plipdeco.com,http://www.plipdeco.com/
"Port of Brighton, Trinidad and Tobago",Trinidad and Tobago,+868 623 2901 ,vilmal@patnt.com,http://www.patnt.com/
"Port of Tembladora, Trinidad and Tobago",Trinidad and Tobago,+868 623 2901 ,vilmal@patnt.com,http://www.patnt.com/
"Galeota Point Harbor, Trinidad and Tobago",Trinidad and Tobago,+868 623 2901 ,vilmal@patnt.com,http://www.patnt.com/
"Pointe-a-Pierre Harbor, Trinidad and Tobago",Trinidad and Tobago,+868 623 2901 ,vilmal@patnt.com,http://www.patnt.com/
"Port of Chaguaramas, Trinidad and Tobago",Trinidad and Tobago,+868 623 2901 ,vilmal@patnt.com,http://www.patnt.com/
"Port of Port of Spain, Trinidad and Tobago",Trinidad and Tobago,+868 623 2901 ,vilmal@patnt.com,http://www.patnt.com/
"Port of Barcadera, Aruba",Aruba,+297 582 6633 ,n/a,http://www.arubaports.com/
"Port of Manchebo , Aruba",Aruba,+297 582 6633 ,n/a,http://www.manchebo.com/
"Port of Sint Nicolaas Baai (San Nicolas), Aruba",Aruba,+297 584 4900 ,agency@rocargo.com,http://www.rocargo.com/
"Port of Oranjestad, Aruba",Aruba,+297 582 6633 ,n/a,http://www.arubaports.com/
"Port of Virginia, United States",United States,+1 54 06364200 ,n/a,http://www.portofvirginia.com/
"Patchogue Harbor, United States",United States,+1 63 14754300 ,n/a,http://www.patchoguevillage.org/
"Beaufort Harbor, United States",United States,+1 84 35257070 ,n/a,n/a
"Port of Jacksonville, United States",United States,+1 90 43573000 ,info@jaxport.com,http://www.jaxport.com/
"Port of Conneaut, United States",United States,+1 44 05931300 ,cpadmin@conneautportauthority.com,http://www.conneautportauthority.com/
"Port of Little Rock, United States",United States,+1 50 14901468 ,lrport@dina.org,http://lrport.dina.org/
"Turtle Harbor, United States",United States,n/a,n/a,n/a
"Port of Poulsbo, United States",United States,+1 36 07799905 ,admin@portofpoulsbo.com,http://portofpoulsbo.com/
"Port of Perth Amboy, United States",United States,+1 73 28260290 ,n/a,http://ci.perthamboy.nj.us/
"Port of Bloomington, United States",United States,+1 952 5638541 ,jhutmacher@ci.bloomington.mn.us,http://www.ci.bloomington.mn.us
"Port of Erie, United States",United States,+1 81 44557557 ,info@porterie.org,http://www.porterie.org/
"Port of Ferndale, United States",United States,+1 360 384 8351 ,n/a,n/a
"Port of Detroit, United States",United States,+1 31 33313842 ,n/a,http://www.portdetroit.com/
"Shoreham (Fort Ti Ferry), United States",United States,+1 802 8977999 ,forttiferry@yahoo.com,http://www.middlebury.net/tiferry/
"Port of Atreco, United States",United States,n/a,n/a,n/a
"Port of Port Costa, United States",United States,n/a,lwstewart@comcast.net,http://www.portcosta.com/index.html
"Port of Bandon, United States",United States,+1 54 13473206 ,port@portofbandon.com,http://www.portofbandon.com/
"Port of Washington, United States",United States,+1 26 22846606 ,mrnaport@execpc.com,http://www.ci.port-washington.wi.us/
"Larsen Bay, United States",United States,n/a,n/a,n/a
"Port of South Whidbey, United States",United States,+1 36 03315494 ,n/a,http://www.portofsouthwhidbey.com/
"Washington Bay, United States",United States,n/a,n/a,n/a
"Sausalito Harbor , United States",United States,415) 332-3610 ,info@sausalitoharbor.org,http://www.sausalitoharbor.org/
"Port of Bay Of Pillars, United States",United States,n/a,n/a,n/a
"Port of LaCrosse, United States",United States,+1 60 87897512 ,kirchl@cityoflacrosse.org,http://www.cityoflacrosse.org/
"Port of Washburn, United States",United States,+1 71 53736160 ,n/a,http://www.cityofwashburn.org/marina.htm
"Wilmette Harbor, United States",United States,+1 84 72514234 ,n/a,http://www.wilmetteharbor.com/html/
"Port of St. Augustine , United States",United States,+1 90 48240113 ,Jay.Bliss@staugustineport.com,http://www.staugustineport.com/
"Eureka Harbor, United States",United States,+1 70 74414230 ,jraimey@ci.eureka.ca.gov,http://www.ci.eureka.ca.gov/
"Port of Ephrata, United States",United States,+1 50 97543508 ,n/a,http://www.portofephrata.com/
"La Push, United States",United States,n/a,n/a,n/a
"Port of Wentworth, United States",United States,n/a,n/a,n/a
"Milolii Harbor, United States",United States,n/a,n/a,n/a
"Rogers City Harbor, United States",United States,+1 989 734-2191 ,n/a,n/a
"Port of Hilo, United States",United States,+1 80 89338850 ,n/a,http://hawaii.gov/
"Port of Cheboygan, United States",United States,+1 23 16279931 ,cityhall@cheboygan.org,http://www.cheboygan.org/
"Port Wakefield, United States",United States,n/a,n/a,n/a
"Port of New Orleans, United States",United States,+1 50 45222551 ,kellerd@portno.com,http://www.portno.com/
"Port of Manitowoc, United States",United States,n/a,mhuck@manitowoc.org,http://www.wcpa-ports.org/
"Edwards Point, United States",United States,n/a,n/a,n/a
"Santa Barbara Harbor , United States",United States,+1 80 55645531 ,n/a,http://www.santabarbaraca.gov/
"Port of Port Townsend, United States",United States,+1 36 03850656 ,info@portofpt.com,http://www.portofpt.com/
"Sackets Harbor, United States",United States,n/a,Callalilliesshop@aol.com,http://www.sacketsharborny.com/
"Pukoo Harbor, United States",United States,n/a,n/a,n/a
"Port of South Bend, United States",United States,n/a,n/a,n/a
"Friendship Harbor, United States",United States,+1 20 78327644 ,n/a,n/a
"Two Rivers, United States",United States,n/a,n/a,n/a
"Port of Apalachicola, United States",United States,+1 85 06538715 ,n/a,http://www.cityofapalachicola.com/
"Barnstable Harbor, United States",United States,+1 508 7906273 ,harbormaster@town.barnstable.ma.us,http://town.barnstable.ma.us/
"Port of Fort Pierce, United States",United States,+1 77 24621400 ,n/a,http://www.stlucieco.gov/
"Pavlof Harbor, United States",United States,n/a,n/a,n/a
"Port of Friday Harbor, United States",United States,+1 36 03782688 ,marilyno@portfridayharbor.org,http://www.portfridayharbor.org/
"Port of Tuscaloosa, United States",United States,+1 334-441-7003 ,jlyons@asdd.com,http://www.asdd.com/
"Katalla, United States",United States,n/a,n/a,n/a
"Carrabelle Harbor, United States",United States,n/a,n/a,n/a
"Halibut Cove Harbor, United States",United States,+1 907 269 6239 ,n/a,n/a
"Port of Reedsport, United States",United States,+1 54 12713603 ,n/a,http://www.reedsport.or.us/
"Port of Crockett, United States",United States,n/a,n/a,n/a
"Port of Sturgeon Bay, United States",United States,n/a,communitydev@sturgeonbaywi.org,http://www.wcpa-ports.org/?page_id=53
"Port of Philadelphia, United States",United States,+1 21 54262600 ,marketing@philaport.com,http://www.philaport.com/
"Port of Skagit County, United States",United States, +1 36 07570011  ,n/a,http://www.portofskagit.com/
"Port of Fernandina , United States",United States,+1 90 42610753 ,n/a,http://www.ameliamaritime.com/pof.html
"Douglas Harbor, United States",United States,n/a,n/a,n/a
"Norwich Harbor, United States",United States,+1 86 08233742  ,n/a,http://www.norwichct.org/
"Port of Selma, United States",United States,+1 334-441-7003 ,jlyons@asdd.com,n/a
"Fishermans Harbor, United States",United States,n/a,n/a,n/a
"Port of Wrangell, United States",United States,+1 90 78742381 ,info@wrangell.com,http://www.wrangell.com/
"Port of Avondale, United States",United States,n/a,n/a,n/a
"Port of Demopolis, United States",United States,+1 334-441-7003 ,jlyons@asdd.com,http://www.asdd.com/
"Port of Reserve, United States",United States,n/a,n/a,n/a
"Kappas Yacht Harbor, United States",United States,n/a,n/a,n/a
"Port of Nome, United States",United States,+1 90 74436619 ,port@ci.nome.ak.us,http://www.nomealaska.org/
"Craig Harbor , United States",United States,+1 90 78263404 ,craighm@aptalaska.net,http://www.craigak.com/index_files/harbors.htm
"Two Harbors Harbor, United States",United States,+1 21 88345631 ,n/a,http://www.ci.two-harbors.mn.us/
"Warwick Harbor, United States",United States,+1 40 17382000 ,war.plan@warwickri.com,http://www.warwickri.gov/
"Unga Harbor, United States",United States,n/a,n/a,n/a
"Ekuk harbor, United States",United States,n/a,n/a,n/a
"Port of Rose Inlet, United States",United States,n/a,n/a,n/a
"Prosper Harbor, United States",United States,n/a,n/a,n/a
"Port of Nashville, United States",United States,n/a,n/a,n/a
"Letnikof Cove Harbor, United States",United States,+1 90 77662231 ,n/a,http://www.hainesborough.us/
"Marina Empuriabrava, United States",United States,+34 972 45 12 39 ,info@empuriaport.com,http://empuriaport.com/
"Cundy's Harbor, United States",United States,n/a,n/a,n/a
"Tarpon Springs, United States",United States,n/a,n/a,n/a
"Port of St Paul, United States",United States,+1 907 546 3140  ,n/a,n/a
"Port of Port Orchard, United States",United States,+1 36 08763505 ,office@portorchard.com,http://www.portorchard.com/
"Port of Moses Lake, United States",United States,+1 50 97625363  ,info@portofmoseslake.com,http://www.portofmoseslake.com/
"Port of Prairie du Chien, United States",United States,n/a,gkoch@mhtc.net,http://www.prairieduchien-wi.gov/
"Matinicus Harbor , United States",United States,n/a,n/a,n/a
"Lyman Harbor, United States",United States,+1 41 962LYMAN ,lyman@lymanharbor.com,http://www.lymanharbor.com/
"Port of Gretna, United States",United States,+1 50 45222551 ,n/a,n/a
" Port of Providence, United States",United States,+1 40 17814717 ,provinfo@provport.com,http://www.provport.com/
"Kotzebue Harbor, United States",United States,+1 90 74423401 ,n/a,n/a
"Marine City, United States",United States,n/a,n/a,n/a
"Port of Palm Beach, United States",United States,+1 56 18424201 ,webmaster@portofpalmbeach.com,http://www.portofpalmbeach.com/home.htm
"Solomons Marinas, United States",United States,n/a,n/a,n/a
"State Harbor, United States",United States,n/a,n/a,n/a
"Port of Camden, United States",United States,+1 85 67574969 ,n/a,http://www.southjerseyport.com/
"Nash Harbor (Mash Harbor Island), United States",United States,+1 907 465 2400 ,n/a,http://dnr.alaska.gov/
"Fort Ward, United States",United States,n/a,n/a,n/a
"Port of Rainier, United States",United States,n/a,n/a,n/a
"Port of Hoodsport, United States",United States,+1 36 0877935 ,portmail@hctc.com,http://www.portofhoodsport.us/
"Muskegon Harbor, United States",United States,+1 231 7246717 ,n/a,http://www.muskegon-mi.gov/
"Semiahmoo, United States",United States,n/a,n/a,n/a
"Port of Indiana-Burns Harbor, United States",United States,+1 21 97878636 ,plaman@portsofindiana.com,http://www.portsofindiana.com/
"Crossroads of America Port, United States",United States,+1 205 372-9769 ,gcidb@uwa.edu,n/a
"Fox Island Anchorage, United States",United States,n/a,n/a,n/a
"Port of Salem, United States",United States,+1 85 67574969 ,n/a,http://www.southjerseyport.com/
"Port of Portsmouth, United States",United States,+1 60 34368500 ,g.marconi@peasedev.org,http://www.portofnh.org/
"Hyannis Harbor, United States",United States,+1 617 6261200 ,czm@state.ma.us,http://www.mass.gov/
"Port of Sodus Bay, United States",United States,+1 31 54836391 ,info@greatsodusbay.com,http://www.greatsodusbay.org/
"Falmouth (Foreside) Harbor, United States",United States,+1 20 77817317  ,town@town.falmouth.me.us,http://www.town.falmouth.me.us/
"Port of Youngstown , United States",United States,+1 716 7457230 ,yyc@roadrunner.com,http://www.yyc.org/
"Cherry Point Refinery, United States",United States,+1 630 8365000 ,n/a,http://www.bp.com/
"Port of Milwaukee, United States",United States,+1 41 42863511 ,n/a,http://www.milwaukee.gov/
"Naval Air Station (NAS) Adak, United States",United States,+1 206 553 1478 ,cora.christopher@epa.gov,n/a
"Port of Deepwater Point, United States",United States,n/a,n/a,n/a
"Port McArthur, United States",United States,n/a,n/a,n/a
"Wilson Cove, United States",United States,n/a,n/a,n/a
"Port of San Francisco, United States",United States,+1 41 52740400 ,webmaster@sfport.com,http://www.sfgov.org/site/port_index.asp
"Agattu Roadstead Harbor, United States",United States,n/a,n/a,n/a
"Homeport Marina, United States",United States,+1 251-968-4528 ,info@homeportmarina.net,http://www.homeportmarina.net/
"Port of Port Orford, United States",United States,+1 54 13327121 ,portoffice@verizon.net,http://www.portofportorford.com/
"Essex Harbor , United States",United States,+1 86 07674340 ,n/a,http://www.essexct.gov/
"Port of West Calhoun, United States",United States,+1 361 7856492 ,n/a,http://www.texasports.org
"Mystic Harbor, United States",United States,+1 86 05355050 ,n/a,http://www.stonington-ct.gov/
"Port of Red Wing, United States",United States,+1 651 3853638 ,info@redwingportauthority.org,http://www.redwingportauthority.org
"Bevill-Hook Port, United States",United States,+1 205 373-6611 ,aharper@nctv.com,n/a
"Hollis Harbor, United States",United States,+1 907 755 2260  ,n/a,n/a
"Nawiliwili Harbor, United States",United States,+1 80 82413751 ,n/a,http://www.ehawaii.gov/
"Port of Belkofski, United States",United States,n/a,n/a,n/a
"Port of Naknek, United States",United States,+1 90 72464224 ,n/a,http://www.theborough.com/
"Nisqually Reach, United States",United States,n/a,n/a,n/a
"Swans Island Harbor , United States",United States,n/a,gwenjmay@tds.net,http://www.swansisland.org/
"Aliceville River Terminal, United States",United States,+1 205 373-8761 ,n/a,n/a
"Frankfort Harbor, United States",United States,+1 23 13527251  ,fcofc@frankfort-elberta.com,http://www.frankfort-elberta.com/
"Port of Thorne Bay, United States",United States,+1 907 755 2260  ,webmaster@thornebayalaska.net,http://www.thornebayalaska.net/
"Port of Ahukini Landing, United States",United States,n/a,n/a,n/a
"Port of Atlantic Marina, United States",United States,+1 71 89485677 ,contact@portatlanticmarinainc.com,http://www.portatlanticmarinainc.com/
"Port of New Haven, United States",United States,+1 20 39466778 ,jsheiffe@newhavenct.net,http://www.cityofnewhaven.com/
"Chrome Harbor, United States",United States,+1 212 4357000 ,rhsu@panynj.gov,http://www.panynj.gov/
"Port of Port Covington , United States",United States,n/a,n/a,n/a
"Moss Landing Harbor , United States",United States,+1 83 16335417 ,info@mosslandingharbor.dst.ca.us,http://www.mosslandingharbor.dst.ca.us/
"Port of George Inlet, United States",United States,n/a,n/a,n/a
"Port of LOOP Terminal , United States",United States,+1 504 368 5667 ,n/a,n/a
"Nantucket Harbor, United States",United States,+1 50 82285268 ,n/a,http://www.nantucket-ma.gov/
"Port of Mississippi County, United States",United States,+1 573 6830290 ,tammi.hutcheson@gmail.com,http://www.missouriports.org
"Port of Pemiscot County, United States",United States,+1 57 33334125 ,pemiscotport@yahoo.com,http://www.missouriports.org
"Port of Sandusky, United States",United States,+1 41 96261214 ,n/a,n/a
"Cannery Bay, United States",United States,n/a,n/a,n/a
"Port of Quonset Point, United States",United States,+1 40 12950044 ,ematthews@qdcri.com,http://qdcri.com/
"Port Of Memphis, United States",United States,+1 90 19484422 ,info@portofmemphis.com,http://www.portofmemphis.com/
"Port of Bridgeport, United States",United States,+1 20 33849777 ,anunn@portofbridgeport.com,http://www.portofbridgeport.com/
"Port of Kahului, United States",United States,+1 80 88776511 ,n/a,n/a
"Elfin Cove Harbor, United States",United States,+1 907 239 2203 ,n/a,n/a
"Port of Charleston, United States",United States,+1 84 35778115 ,marketing@scspa.com,http://www.port-of-charleston.com/
"Leland Harbor , United States",United States,+1 231 256 0079 ,info@lelandmi.com,http://www.lelandmi.com/
"Port of Bremerton, United States",United States,+1 36 06742381 ,guest@portofbremerton.org,http://www.portofbremerton.org/
"Kenosha Harbor, United States",United States,n/a,n/a,n/a
"Funter Bay, United States",United States,+1 907 465 1781 ,n/a,n/a
"Corea Harbor, United States",United States,n/a,n/a,n/a
"Port Neches, United States",United States,+1 40 97272182 ,n/a,http://www.ci.port-neches.tx.us/
"Berkeley, United States",United States,n/a,n/a,n/a
"Port of Greenville, United States",United States,+1 662 3352683 ,gvlport@tecinfo.com,n/a
"Port of Everett, United States",United States,+1 42 52593164 ,gen@portofeverett.com,http://www.portofeverett.com/
"Port of Bainbridge, United States",United States,+1 88 86457304 ,n/a,http://www.gaports.com/
"Clarks Point, United States",United States,n/a,n/a,n/a
"Port of Ridgefield, United States",United States,+1 36 08873873 ,info@portridgefield.org,http://www.portridgefield.org/
"Riverhead Terminal, United States",United States,+1 631 284 2000 ,n/a,n/a
"Port of Pennsauken, United States",United States,+1 215 426 2600 ,n/a,n/a
"Bayfield Harbor, United States",United States,n/a,n/a,n/a
"Dora Harbor, United States",United States,n/a,n/a,n/a
"Port of Mount Vernon, United States",United States,+1 81 28384382 ,pwilzbacher@portsofindiana.com,http://www.portsofindiana.com/
"Port of Sand Point, United States",United States,+1 90 73832696 ,sptcity@arctic.net,http://cityofsandpointalaska.org/
"White Lake Harbor, United States",United States,n/a,wla@harborfront.com,http://whitelakeassociation.org/
"Sekiu, United States",United States,n/a,n/a,n/a
"Port of Carteret, United States",United States,+1 73 25413804 ,capa@carteret.net,http://www.ci.carteret.nj.us/
"Port of Kake, United States",United States,+1 907 785 3804 ,n/a,n/a
"Ellwood, United States",United States,n/a,n/a,n/a
"Cordova Harbor, United States",United States,+1 907-424-6400 ,harbor@cityofcordova.net,http://www.cityofcordova.net/harbor.htm
"Port of Phoenix City, United States",United States,+1 334-441-7003 ,jlyons@asdd.com,http://www.asdd.com/
"City Island Harbor , United States",United States,n/a,n/a,n/a
"Port of Salisbury Marina, United States",United States,+1 41 05483176 ,n/a,http://www.ci.salisbury.md.us/
"Blaine Harbor, United States",United States,+1 36 06476176 ,blaineharbor@portofbellingham.com,http://www.portofbellingham.com/blaine_harbor_home_page.php
"Port of Morrisville, United States",United States,n/a,n/a,n/a
"Port of Camas-Washougal, United States",United States,+1 36 08352196 ,n/a,http://www.portcw.com/
"Port of Cordova, United States",United States,+1 334-441-7003 ,jlyons@asdd.com,http://www.asdd.com/
"St. James Harbor, United States",United States,n/a,gis@charlevoixcounty.org,http://www.charlevoixcounty.org/
"Westhaven Cove, United States",United States,+1 360 5339528 ,gnelson@portgrays.org,http://www.portofgraysharbor.com/
"Port of Bucksport, United States",United States,+1 20 76243564 ,n/a,http://www.maineports.com/
"Port of Galveston, United States",United States,+1 40 97659321 ,scernak@portofgalveston.com,http://www.portofgalveston.com/
"Fredericksburg Harbor, United States",United States,n/a,n/a,n/a
"Port of Oswego, United States",United States,+1 31 53434503 ,n/a,http://www.portoswego.com/
"East Harbor, United States",United States,n/a,n/a,n/a
"Santa Margarita Channels, United States",United States,+34 97 225 77 00 ,n/a,n/a
"Hawk Inlet, United States",United States,n/a,n/a,n/a
"Port of Chickasaw, United States",United States,n/a,n/a,n/a
"Carquinez Strait, United States",United States,n/a,n/a,n/a
"Port Vita, United States",United States,n/a,n/a,n/a
"Gulfport, Staten Island, United States",United States,+1 212 4357000 ,n/a,http://www.panynj.gov/
"Port of Everglades, United States",United States,+1 95 45233404 ,PortEverglades@broward.org,http://www.broward.org/port/
"Port of St. Joseph, United States",United States,+1 800 7487856 ,blau@saintjoseph.com,http://www.saintjoseph.com/
"Port of Panama City, United States",United States,+1 85 07673220 ,wstubbs@portpanamacityusa.com,http://www.portpanamacityusa.com/
"Port of Pascagoula, United States",United States,+1 22 87624041 ,info@portofpascagoula.com,http://www.portofpascagoula.com/
"Port of Chesapeake, United States",United States,n/a,n/a,n/a
"Kauhako Bay, United States",United States,n/a,n/a,n/a
"Port Ingleside, United States",United States,+1 361 882 5633 ,sandysanders@pocca.com,http://www.portofcorpuschristi.com/
"Mayport Harbor, United States",United States,n/a,n/a,n/a
"Oconto Harbor, United States",United States,+1 92 08346254 ,n/a,http://ocontoareachamber.com/
"Port of Almota, United States",United States,+1 50 93973791 ,portwhit@stjohncable.com,http://www.portwhitman.com/
"Lloyds Holiday Harbor, United States",United States,n/a,harbormaster@aol.com,n/a
"Snug Harbor, United States",United States,n/a,sunshine@snugharbor.net,http://www.snugharbor.net/
"Breakwater Harbor, United States",United States,n/a,n/a,n/a
"Port of New Madrid County, United States",United States,+1 573 7482530 ,portauthority@semo.net,http://www.newmadridcountyport.com/
"Norsworthy, United States",United States,n/a,n/a,n/a
"Port of Saxman, United States",United States,+1 907 225 9040  ,n/a,n/a
"Todd Harbor, United States",United States,n/a,n/a,n/a
"Port of New Bedford, United States",United States,+1 50 89613000 ,n/a,http://www.newbedford-ma.gov/
"Port of Epes, United States",United States,+1 205 652-9303‎ ,n/a,n/a
"Winter Harbor, United States",United States,+1 20 79632235 ,winterharbortown@myfairpoint.net,n/a
"Vinalhaven Harbor, United States",United States,+1 20 77500507 ,lhesseltine@townofvinalhaven.org,http://www.townofvinalhaven.org/
"Gary Harbor, United States",United States,n/a,n/a,http://www.gary.in.us/
"Kupreanof Harbor, United States",United States,n/a,n/a,n/a
"Pasadena Harbor, United States",United States,n/a,n/a,n/a
"Port of Saugatuck, United States",United States,+1 87 79524554 ,n/a,http://www.saugatuckareacharters.com/
"Prisoners Harbor, United States",United States,+1 805 658 5730 ,Diane_Brooks@nps.gov,http://www.nps.gov/
"Solomon Harbor, United States",United States,n/a,n/a,n/a
"Kiholo Bay, United States",United States,n/a,n/a,n/a
"Trenton, United States",United States,n/a,n/a,n/a
"Ocean Reef Harbor, United States",United States,n/a,n/a,n/a
"Port of Kewaunee, United States",United States,n/a,n/a,n/a
"Kanatak Harbor, United States",United States,n/a,n/a,n/a
"Port of Latouche, United States",United States,n/a,n/a,n/a
"Lauritzen Yacht Harbor, United States",United States,+1 925-757-1916 ,lyhsjr@pacbell.net,http://lauritzens.com/
"King Cove Harbor, United States",United States,+1 90 74972237 ,kcharbor@arctic.net,http://www.cityofkingcove.com/harbor.html
"Crab Bay, United States",United States,n/a,n/a,n/a
"Port of Amory, United States",United States,+1 66 22567194 ,chamber@gomonroe.org,http://www.kne.com
"Chenega Bay Harbor, United States",United States,+1 907 269 6239 ,n/a,n/a
"Port of Ostrica, United States",United States,n/a,n/a,n/a
"Beverly Harbor, United States",United States,+1 97 89216000 ,dmcpherson@beverlyma.gov,http://www.beverlyma.gov/
"Port of Womens Bay, United States",United States,+1 907 481 1800 ,bbissett@kodiakak.us,n/a
"Ellsworth Port , United States",United States,n/a,n/a,n/a
"Port of Ilwaco, United States",United States,+1 36 06423143 ,jneva@portofilwaco.org,http://www.portofilwaco.com/
"Port of Slidell, United States",United States,+1 86 68870852 ,sns@portofslidell.com,http://www.portofslidell.com/
"Port of Woodland , United States",United States,+1 36 02256555 ,portwood@worldaccessnet.com,http://www.portofwoodland.com/
"Pickens County Port, United States",United States,+1 205 373-8852 ,n/a,n/a
